"","feature","EM_Feature_velocity_585","EM_Feature_o2os_585","EM_Feature_phos_585","EM_Feature_tos_585"
"106","Acropora_digitifera",49.3670886075949,49.6044303797468,50.5537974683544,47.9430379746835
"107","Acropora_divaricata",53.4246575342466,52.8538812785388,53.9954337899543,52.1689497716895
"108","Acropora_donei",53.3333333333333,53.75,53.6458333333333,52.1875
"109","Acropora_echinata",53.1914893617021,54.1993281075028,53.7513997760358,53.0795072788354
"110","Acropora_efflorescens",52.6376146788991,53.0963302752294,53.7844036697248,51.4908256880734
"111","Acropora_elseyi",49.3985565356856,49.8797113071371,50.6014434643144,48.1154771451484
"112","Acropora_exquisita",53.6410256410256,54.3589743589744,54.5641025641026,52.2051282051282
"113","Acropora_florida",53.2388663967611,53.7449392712551,53.6437246963563,52.1255060728745
"114","Acropora_formosa",49.5275590551181,49.7637795275591,50.4724409448819,48.2677165354331
"115","Acropora_gemmifera",48.9749430523918,49.8101746393318,50.2657555049355,47.5322703113136
"116","Acropora_glauca",50.2772643253235,50.369685767098,51.1090573012939,49.445471349353
"117","Acropora_globiceps",50.2407704654896,50.4012841091493,50.8828250401284,48.9566613162119
"118","Acropora_grandis",52.7944111776447,53.4930139720559,53.9920159680639,51.8962075848303
"119","Acropora_granulosa",49.4089834515366,50.1182033096927,50.5910165484634,48.1481481481481
"120","Acropora_halmaherae",61.3981762917933,61.3981762917933,61.7021276595745,60.0303951367781
"121","Acropora_horrida",50.4854368932039,50.6619593998235,50.8384819064431,49.2497793468667
"122","Acropora_humilis",49.6056782334385,49.6056782334385,50.3154574132492,47.6340694006309
"123","Acropora_hyacinthus",49.0136570561457,49.7723823975721,50.2276176024279,47.7996965098634
"124","Acropora_inermis",48.8803088803089,49.4208494208494,49.96138996139,47.6447876447876
"125","Acropora_insignis",52.7439024390244,53.5569105691057,53.6585365853659,52.0325203252033
"126","Acropora_intermedia",50.208507089241,50.4587155963303,51.1259382819016,48.790658882402
"127","Acropora_kirstyae",54.1535226077813,54.3638275499474,54.3638275499474,53.3123028391167
"128","Acropora_latistella",49.2924528301887,49.685534591195,50.3930817610063,47.9559748427673
"129","Acropora_listeri",49.6870109546166,49.8435054773083,50.3912363067293,47.7308294209703
"130","Acropora_longicyathus",50.2871205906481,50.6152584085316,51.3535684987695,48.7284659557014
"131","Acropora_loripes",49.3610223642172,50,50.7188498402556,48.3226837060703
"132","Acropora_lovelli",54.7105561861521,54.8240635641317,56.0726447219069,53.688989784336
"133","Acropora_lutkeni",49.7648902821317,50,50.4702194357367,48.1191222570533
"134","Acropora_macrostoma",53.8542766631468,54.5934530095037,54.80464625132,52.5871172122492
"135","Acropora_microclados",52.3020257826888,52.7624309392265,53.4069981583794,50.5524861878453
"136","Acropora_microphthalma",50.2061005770816,50.6183017312449,51.1129431162407,48.8870568837593
"137","Acropora_millepora",53.5307517084282,53.0751708428246,54.2141230068337,52.1640091116173
"138","Acropora_monticulosa",53.0530530530531,53.8538538538538,54.2542542542542,51.5515515515516
"139","Acropora_muricata",52.557127312296,52.8835690968444,53.7540805223069,52.0130576713819
"140","Acropora_nasuta",49.5348837209302,49.6899224806202,50.3100775193798,47.6744186046512
"141","Acropora_nobilis",49.6487119437939,49.8048399687744,50.2732240437158,47.7751756440281
"142","Acropora_palmerae",51.5723270440252,52.0215633423181,52.470799640611,49.9550763701707
"143","Acropora_paniculata",51.4492753623188,52.2644927536232,52.8079710144928,49.9094202898551
"144","Acropora_parilis",52.8089887640449,53.9325842696629,54.0347293156282,51.9918283963228
"145","Acropora_polystoma",53.091684434968,53.5181236673774,53.6247334754797,52.2388059701493
"146","Acropora_prostrata",51.4692787177204,51.9145146927872,52.2707034728406,49.7773820124666
"147","Acropora_pulchra",49.6031746031746,49.9206349206349,50.5555555555556,48.1746031746032
"148","Acropora_rambleri",54.0625,55.1041666666667,55.2083333333333,52.1875
"149","Acropora_retusa",49.3377483443709,49.6688741721854,50.0827814569536,47.9304635761589
"150","Acropora_robusta",49.9197431781701,50.2407704654896,50.7223113964687,48.4751203852327
"151","Acropora_rosaria",52.5590551181102,53.1496062992126,53.8385826771654,51.4763779527559
"152","Acropora_samoensis",49.6069182389937,49.8427672955975,50.4716981132076,48.1132075471698
"153","Acropora_sarmentosa",50.2050861361772,50.6972928630025,51.025430680886,48.8105004101723
"154","Acropora_secale",49.9162479061977,50.5025125628141,50.9212730318258,48.4924623115578
"155","Acropora_selago",52.0263901979265,52.6861451460886,53.440150801131,50.4241281809614
"156","Acropora_solitaryensis",53.4104046242775,53.0635838150289,53.8728323699422,51.7919075144509
"157","Acropora_spathulata",57.7952755905512,56.0629921259843,57.007874015748,55.1181102362205
"158","Acropora_speciosa",50,50.761421319797,51.1844331641286,48.6463620981387
"159","Acropora_spicifera",53.7102473498233,53.1213191990577,54.1813898704358,51.7078916372203
"160","Acropora_subglabra",53.5452322738386,53.6674816625917,54.278728606357,52.3227383863081
"161","Acropora_subulata",50.0811688311688,50.4058441558442,50.8928571428571,48.7012987012987
"162","Acropora_tenella",52.3483365949119,54.1095890410959,54.3052837573386,51.2720156555773
"163","Acropora_tenuis",49.563838223632,49.9603489294211,50.7533703409992,48.1363996827914
"164","Acropora_teres",51.0018214936248,52.0036429872495,52.2768670309654,49.3624772313297
"165","Acropora_valenciennesi",52.4945770065076,52.6030368763557,53.5791757049892,51.7353579175705
"166","Acropora_valida",48.8789237668161,49.4020926756353,50,47.5336322869955
"167","Acropora_vaughani",49.5941558441558,50.2435064935065,50.487012987013,48.2954545454545
"168","Acropora_verweyi",49.1017964071856,49.625748502994,50,47.4550898203593
"169","Acropora_willisae",53.0905077262693,53.3112582781457,54.083885209713,52.4282560706402
"170","Acropora_yongei",53.8552787663108,53.2621589561091,54.5670225385528,51.7200474495848
"171","Acrosterigma_dianthinum",53.0534351145038,53.8931297709924,54.8091603053435,50.9160305343511
"172","Acrosterigma_hobbsae",52.9946929492039,53.2221379833207,54.2835481425322,50.7202426080364
"173","Acrosterigma_maculosum",55.8139534883721,55.9431524547804,56.71834625323,53.2299741602067
"174","Acrosterigma_profundum",40.9295352323838,41.2293853073463,41.2293853073463,39.880059970015
"175","Acrosterigma_punctolineatum",53.4309946029298,54.3562066306862,54.9730146491904,51.5805705474171
"176","Acrosterigma_selene",45.4054054054054,44.3243243243243,45.4054054054054,38.3783783783784
"177","Acrosterigma_simplex",53.0448717948718,53.7660256410256,54.6474358974359,51.1217948717949
"178","Acrosterigma_transcendens",49.7138184791496,50.4497138184791,50.9403107113655,48.2420278004906
"179","Acrosterigma_unicolor",53.6324786324786,55.3418803418803,55.7692307692308,54.2735042735043
"180","Acryptolaria_conferta",32.137030995106,30.1794453507341,30.5057096247961,31.1582381729201
"181","Actaea_polyacantha",51.0164569215876,50.919651500484,51.8877057115198,49.757986447241
"182","Actaeodes_consobrinus",50.7433102081269,51.1397423191278,51.8334985133796,49.7522299306244
"183","Actaeodes_hirsutissimus",49.4868035190616,50.0733137829912,50.8797653958944,48.0205278592375
"184","Actaeodes_tomentosus",49.3120926864591,49.9637943519189,50.4706734250543,47.5018102824041
"185","Actaeomorpha_erosa",49.6774193548387,49.4354838709677,50.0806451612903,47.0161290322581
"186","Acteocina_lepta",39.0625,39.6875,40,39.6875
"187","Actinodendron_plumosum",55.9251559251559,56.1330561330561,58.2120582120582,55.9251559251559
"188","Actinopyga_caerulea",55.9633027522936,56.5749235474006,56.8807339449541,54.434250764526
"189","Actinopyga_capillata",51.5723270440252,52.6504941599281,53.2794249775382,50.314465408805
"190","Actinopyga_crassa",50.9416195856874,52.165725047081,52.8248587570621,49.5291902071563
"191","Actinopyga_echinites",49.5672698662471,49.8033044846578,50.354051927616,47.6789929189614
"192","Actinopyga_lecanora",53.0097087378641,53.8834951456311,54.0776699029126,51.747572815534
"193","Actinopyga_mauritiana",49.5319812792512,49.8439937597504,50.3120124804992,47.8939157566303
"194","Actinopyga_miliaris",53.6779324055666,54.2743538767396,54.9701789264413,51.4910536779324
"195","Actinopyga_palauensis",50.6666666666667,51.5,51.5833333333333,49.9166666666667
"196","Actinopyga_spinea",53.2407407407407,54.1666666666667,53.0864197530864,53.5493827160494
"197","Actinopyga_varians",50.1763668430335,50.705467372134,51.2345679012346,49.1181657848324
"198","Actinotrichia_fragilis",51.7241379310345,52.8130671506352,53.0852994555354,50.1814882032668
"199","Actumnus_setifer",56.3218390804598,55.6034482758621,56.8965517241379,54.0229885057471
"200","Aega_alazon",43.1192660550459,41.8960244648318,41.5902140672783,41.8960244648318
"201","Aega_excisa",58.0498866213152,59.6371882086168,58.9569160997732,56.9160997732426
"202","Aega_vigilans",56.8840579710145,55.4347826086957,56.1594202898551,54.3478260869565
"203","Aegaeon_lacazei",48.1885856079404,47.7915632754342,48.287841191067,46.7493796526055
"204","Aegaeon_rathbuni",49.078564500485,49.1270611057226,49.1755577109602,47.4781765276431
"205","Aegina_citrea",44.0257084428864,43.2953549517967,43.6751387671633,43.0324276950044
"206","Aeginura_grimaldii",44.5345345345345,43.8738738738739,44.4144144144144,43.6336336336336
"207","Aegires_exeches",50.1512859304085,50.9833585476551,51.588502269289,48.3358547655068
"208","Aegisthus_mucronatus",31.4487124154798,31.5590082961684,31.405553157819,31.6261449191963
"209","Aenigmathura_calliandra",52.6315789473684,51.5789473684211,52.6315789473684,44.2105263157895
"210","Aequorea_globosa",47.6190476190476,60.952380952381,50.4761904761905,53.3333333333333
"211","Aesopia_cornuta",53.8461538461538,54.7008547008547,55.0671550671551,51.6483516483517
"212","Aesopus_clausiliformis",53.265306122449,53.3673469387755,54.0816326530612,51.9387755102041
"213","Aethaloperca_rogaa",52.518756698821,52.9474812433012,53.4833869239014,51.1254019292604
"214","Aethra_edentata",50,50.0791139240506,50.6329113924051,47.9430379746835
"215","Aethra_scruposa",49.4279176201373,49.8093058733791,50.1144164759725,47.5972540045767
"216","Aetideus_giesbrechti",100,100,100,100
"217","Aetobatus_flagellum",53.9800995024876,54.4776119402985,54.8507462686567,51.7412935323383
"218","Aetobatus_narinari",50.6389776357827,51.517571884984,51.9968051118211,48.482428115016
"219","Aetobatus_ocellatus",49.3160547156227,49.8920086393089,50.6119510439165,47.5881929445644
"220","Afrocardium_exochum",55.8888888888889,56.6666666666667,58.1111111111111,53.1111111111111
"221","Afrocardium_infantile",58.3333333333333,59.2105263157895,60.672514619883,56.7251461988304
"222","Afrocardium_richardi",49.289684990735,49.7220506485485,50.9573810994441,47.4366893143916
"223","Agalma_elegans",46.0377358490566,46.4150943396226,47.6415094339623,45.4716981132076
"224","Agalma_okeni",49.4462540716612,49.7068403908795,50.6840390879479,47.6872964169381
"225","Agelas_ceylonica",54.7146401985112,56.6997518610422,56.0794044665012,54.8387096774194
"226","Agelas_clathrodes",53.0681818181818,53.1818181818182,54.6590909090909,51.25
"227","Agelas_mauritiana",55.4455445544555,54.950495049505,55.5693069306931,53.0940594059406
"228","Agelas_novaecaledoniae",47.972972972973,46.6216216216216,47.2972972972973,39.8648648648649
"229","Aglaophamus_dibranchis",53.9579967689822,52.827140549273,53.8772213247173,52.5848142164782
"230","Aglaophamus_verrilli",35.5932203389831,33.8983050847458,34.3220338983051,33.8983050847458
"231","Aglaophenia_cupressina",55.4945054945055,55.9065934065934,56.1813186813187,53.9835164835165
"232","Aglaophenia_lophocarpa",34.4086021505376,34.7670250896057,35.1254480286738,34.0501792114695
"233","Aglaophenia_postdentata",50.8353221957041,52.5059665871122,52.2673031026253,50.2386634844869
"234","Aglaura_hemistoma",50.2463054187192,50.6685432793807,51.301900070373,48.7684729064039
"235","Agnezia_glaciata",91.6666666666667,79.1666666666667,75,79.1666666666667
"236","Agononida_incerta",51.2759643916914,51.0979228486647,51.3946587537092,49.8516320474777
"237","Agononida_simillima",31.0077519379845,30.2325581395349,31.3953488372093,32.5581395348837
"238","Agononida_squamosa",52.2397094430993,51.7554479418886,52.1186440677966,50.363196125908
"239","Ahliesaurus_berryi",30.5313008731686,30.5194612993932,30.5135415125055,30.5135415125055
"240","Ahliesaurus_brevis",59.7249508840864,62.0825147347741,63.0648330058939,62.0825147347741
"241","Aidanosagitta_neglecta",49.479843953186,49.6098829648895,50.6501950585176,47.594278283485
"242","Aidanosagitta_oceania",53.8968166849616,55.1042810098793,55.6531284302964,53.7870472008782
"243","Aidanosagitta_regularis",52.3849372384937,53.1380753138075,54.5606694560669,50.6276150627615
"244","Aioliops_megastigma",60.1190476190476,59.7222222222222,61.5079365079365,58.3333333333333
"245","Aioliops_novaeguineae",59.9653379549393,58.7521663778163,59.792027729636,57.7123050259965
"246","Aioliops_tetrophthalmus",33.3333333333333,30.6306306306306,33.3333333333333,34.2342342342342
"247","Aipysurus_duboisii",56.4068692206077,56.4068692206077,56.8031704095112,54.6895640686922
"248","Aipysurus_eydouxii",57.5609756097561,57.5609756097561,58.6991869918699,55.609756097561
"249","Aipysurus_laevis",54.5454545454545,54.8128342245989,55.4812834224599,53.3422459893048
"250","Akera_soluta",54.5293072824156,52.5754884547069,53.9964476021314,52.5754884547069
"251","Alainodaeus_nuku",34.640522875817,33.9869281045752,33.9869281045752,36.6013071895425
"252","Alainodaeus_rimatara",39.1358024691358,38.8888888888889,39.3827160493827,38.1481481481481
"253","Alainosquilla_foresti",54.4611819235226,55.1564310544612,55.2723059096176,53.0706836616454
"254","Alatina_alata",41.8145235046644,41.3389427473935,41.5218584232669,41.2291933418694
"255","Alaysia_spiralis",38.3410749834107,38.2481751824818,38.7126741871267,39.2302587923026
"256","Albula_argentea",52.1446593776283,52.8174936921783,53.4062237174096,50.2943650126156
"257","Albula_oligolepis",55.5722891566265,54.3674698795181,55.7228915662651,53.1626506024096
"258","Albunea_bulla",48.4412470023981,49.6402877697842,47.7218225419664,47.9616306954436
"259","Albunea_microps",52.0720720720721,52.7927927927928,53.4234234234234,50.4504504504504
"260","Alderina_tuberosa",55.1500405515004,55.1500405515004,56.0421735604217,52.5547445255474
"261","Alectis_ciliaris",50.7876969242311,51.3128282070518,51.8379594898725,49.2873218304576
"262","Alectis_indica",51.3157894736842,52.1929824561403,52.4122807017544,49.671052631579
"263","Alectona_triradiata",42.0168067226891,41.1764705882353,42.0168067226891,33.6134453781513
"264","Alectryonella_plicatula",54.3225806451613,52.9032258064516,54.4516129032258,52.258064516129
"265","Alepes_apercna",57.8616352201258,58.3333333333333,58.6477987421384,56.2893081761006
"266","Alepes_djedaba",51.5225334957369,52.0097442143727,52.1315468940317,49.6954933008526
"267","Alepes_vari",56.6412213740458,55.4198473282443,56.4885496183206,53.587786259542
"268","Alepisaurus_ferox",30.6205971150621,30.9392821200939,31.1707480711171,30.7044615900704
"269","Aliaporcellana_suluensis",52.3324851569126,53.4351145038168,53.6895674300254,50.6361323155216
"270","Alima_hieroglyphica",52.6030368763557,53.5791757049892,54.2299349240781,51.9522776572668
"271","Alimopsoides_tuberculatus",39.4052044609665,39.7769516728625,40.5204460966543,38.6617100371747
"272","Alionematichthys_crassiceps",53.8364779874214,54.8427672955975,56.2264150943396,53.8364779874214
"273","Alionematichthys_piger",49.801429706116,50.198570293884,50.7545671167593,48.2922954725973
"274","Alionematichthys_riukiuensis",52.8893241919687,53.3790401567091,53.9666993143977,51.3222331047992
"275","Alionematichthys_winterbottomi",32.843137254902,34.8039215686275,34.8039215686275,34.3137254901961
"276","Allocyttus_verrucosus",87.431693989071,84.6994535519126,86.8852459016393,81.9672131147541
"277","Alloeocomatella_pectinifera",52.3472099202834,53.7643932683791,54.118689105403,50.2214348981399
"278","Alloeocomatella_polycladia",52.581664910432,53.4246575342466,54.1622760800843,51.7386722866175
"279","Allogalathea_elegans",53.0785562632696,52.8662420382166,54.4585987261147,51.380042462845
"280","Allosergestes_sargassi",35.245046923879,34.4108446298227,34.0980187695516,34.8279457768509
"281","Allothunnus_fallai",33.5176025603724,32.9066045970323,33.8376491125982,32.2665114925807
"282","Alopias_pelagicus",31.9376876099783,32.3568988717524,33.1539178138909,32.0101438774454
"283","Alopias_superciliosus",30.6028922533777,30.9796999117387,31.2410890080793,30.7318894697535
"284","Alopias_vulpinus",31.8290213723285,32.5084364454443,33.0798650168729,32.0764904386952
"285","Alox_ornatum",54.9036043587594,55.406538139145,55.9932942162615,52.7242246437552
"286","Alpheopsis_aequalis",49.1744436468055,49.6769562096195,50.3948312993539,47.0926058865757
"287","Alpheopsis_diabolus",51.1111111111111,50.6481481481482,51.0185185185185,49.4444444444444
"288","Alpheopsis_trispinosus",53.2121212121212,53.8181818181818,55.030303030303,52.3636363636364
"289","Alpheus_acutocarinatus",57.1214392803598,57.1214392803598,57.7211394302849,55.3223388305847
"290","Alpheus_acutofemoratus",50,51.1650485436893,51.5533980582524,49.126213592233
"291","Alpheus_alcyone",49.266862170088,49.8533724340176,50.4398826979472,47.2873900293255
"292","Alpheus_barbatus",56.4635958395245,55.1263001485884,56.1664190193165,53.1946508172363
"293","Alpheus_bellimanus",35.0649350649351,34.4155844155844,34.4155844155844,37.012987012987
"294","Alpheus_bidens",50.0399042298484,50.9976057462091,51.316839584996,48.7629688747007
"295","Alpheus_bisincisus",56.547619047619,57.5892857142857,58.3333333333333,54.7619047619048
"296","Alpheus_bradypus",47.8978978978979,47.8978978978979,48.1981981981982,47.4474474474475
"297","Alpheus_brevipes",52.1,53.1,52.9,50.5
"298","Alpheus_bucephalus",49.2086330935252,49.7841726618705,50.431654676259,47.2661870503597
"299","Alpheus_canaliculatus",58.1863979848867,57.9345088161209,58.6901763224181,55.1637279596977
"300","Alpheus_clypeatus",44.4180522565321,44.4180522565321,44.7743467933492,43.5866983372922
"301","Alpheus_coetivensis",52.4523160762943,51.6348773841962,53.9509536784741,50
"302","Alpheus_collumianus",49.4134897360704,49.9266862170088,50.5131964809384,47.6539589442815
"303","Alpheus_compressus",51.3333333333333,52.2962962962963,53.037037037037,49.4814814814815
"304","Alpheus_coutierei",47.4117647058824,49.1764705882353,48,47.1764705882353
"305","Alpheus_crockeri",49.2123030757689,49.887471867967,50.2625656414103,47.7119279819955
"306","Alpheus_diadema",49.7978981406629,49.5553759094584,50.1212611156023,47.8577202910267
"307","Alpheus_djeddensis",50,49.7495826377296,50.3338898163606,48.1636060100167
