"","feature","EM_ClimatePriorityArea_MHW_SumCumInt_585","EM_ClimatePriorityArea_velocity_585","EM_ClimatePriorityArea_o2os_585","EM_ClimatePriorityArea_phos_585","EM_ClimatePriorityArea_tos_585"
"21","Acanthaxius_miyazakiensis",62.0353982300885,63.9823008849558,59.2035398230089,66.1061946902655,68.4955752212389
"22","Acanthaxius_spinosissimus",61.0215053763441,58.8709677419355,68.6827956989247,70.8333333333333,70.9677419354839
"23","Acanthella_cavernosa",60.1634320735444,62.5127681307457,59.5505617977528,66.5985699693565,69.8672114402451
"24","Acanthella_costata",58.5401459854015,63.9416058394161,64.6715328467153,76.4963503649635,67.7372262773723
"25","Acanthephyra_eximia",46.9460771786353,49.5101797427379,51.8272425249169,37.3711559758071,57.0832268506687
"26","Acanthephyra_quadrispinosa",50.4181013280866,53.5169699950812,54.1072306935563,58.288243974422,61.829808165273
"27","Acanthephyra_smithi",33.5140482785912,33.0906212900673,37.3802928373565,43.3161851998417,39.6280174119509
"28","Acanthochaetetes_wellsi",62.5201938610662,68.1744749596123,67.6898222940226,75.6058158319871,72.5363489499192
"29","Acanthocybium_solandri",36.7744278968398,36.1569197239375,40.8608790410461,43.0003632401017,44.522339266255
"30","Acanthodendrilla_australis",55.2238805970149,84.3283582089552,54.4776119402985,71.6417910447761,52.2388059701493
"31","Acanthogorgia_spinosa",70,87.6470588235294,70,82.3529411764706,64.7058823529412
"32","Acanthophora_spicifera",62.1580547112462,63.7537993920973,63.9817629179331,66.9452887537994,74.9240121580547
"33","Acanthopleura_gemmata",62.8607277289837,61.1041405269762,61.4805520702635,66.2484316185696,72.7728983688833
"34","Acanthopleura_spinosa",53.2710280373832,53.5825545171339,56.8535825545171,67.4454828660436,66.9781931464174
"35","Acanthosphex_leurynnis",57.2319201995013,54.6134663341646,56.9825436408978,64.9625935162095,71.8204488778055
"36","Acanthosquilla_derijardi",60.7758620689655,62.5,62.3563218390805,67.6724137931034,72.2701149425287
"37","Acanthosquilla_multifasciata",62.9518072289157,65.8433734939759,63.3132530120482,64.0963855421687,70.6024096385542
"38","Acanthurus_achilles",63.7513171759747,69.336143308746,69.0200210748156,76.0800842992624,74.9209694415174
"39","Acanthurus_albipectoralis",73.2432432432432,81.3513513513514,67.2972972972973,75.1351351351351,78.3783783783784
"40","Acanthurus_auranticavus",59.5979899497487,63.8190954773869,60.2010050251256,68.4422110552764,68.5427135678392
"41","Acanthurus_blochii",59.1891891891892,62.8828828828829,59.9099099099099,69.5495495495496,70.5405405405405
"42","Acanthurus_dussumieri",60.7250755287009,62.4622356495468,59.6676737160121,66.4652567975831,71.5256797583082
"43","Acanthurus_fowleri",57.0359281437126,54.1916167664671,58.9820359281437,65.2694610778443,68.7125748502994
"44","Acanthurus_grammoptilus",78.1065088757396,62.7218934911243,85.7988165680473,85.7988165680473,66.2721893491124
"45","Acanthurus_guttatus",58.8967971530249,63.4341637010676,63.4341637010676,71.44128113879,71.797153024911
"46","Acanthurus_japonicus",56.2841530054645,54.5081967213115,55.7377049180328,64.8907103825137,70.4918032786885
"47","Acanthurus_leucopareius",59.2067988668555,65.8168083097262,66.3833805476865,74.5042492917847,72.8045325779037
"48","Acanthurus_lineatus",62.4900872323553,64.1554321966693,64.0761300555115,67.3275178429818,74.4647105471848
"49","Acanthurus_maculiceps",55.7692307692308,56.7873303167421,58.9366515837104,68.6651583710407,70.9276018099548
"50","Acanthurus_mata",62.2571001494768,63.7518684603886,62.780269058296,66.1434977578475,73.6173393124066
"51","Acanthurus_nigricans",61.3451589061345,62.8233555062823,63.0450849963045,66.8883961566888,74.1315594974132
"52","Acanthurus_nigricauda",58.7431693989071,63.1147540983607,60.7468123861566,69.8542805100182,70.1275045537341
"53","Acanthurus_nigrofuscus",62.1951219512195,64.1768292682927,63.9481707317073,67.4542682926829,74.6951219512195
"54","Acanthurus_nigroris",59.330985915493,62.5,64.0845070422535,70.5105633802817,70.6866197183099
"55","Acanthurus_nubilus",61.9013581129378,64.5461043602573,65.1894210150107,66.5475339528234,74.6247319513939
"56","Acanthurus_olivaceus",59.3247588424437,61.7363344051447,60.128617363344,67.9260450160772,72.1061093247588
"57","Acanthurus_pyroferus",60.703125,62.8125,63.828125,68.4375,73.515625
"58","Acanthurus_thompsoni",59.349593495935,61.869918699187,61.4634146341463,69.1869918699187,70.650406504065
"59","Acanthurus_triostegus",62.5441696113074,63.5335689045936,63.886925795053,66.0070671378092,74.982332155477
"60","Acanthurus_xanthopterus",62.597586941093,63.6621717530163,63.4492547906316,65.8623136976579,74.6628814762243
"61","Acar_domingensis",59.4884488448845,62.1287128712871,59.3234323432343,67.2442244224422,69.2244224422442
"62","Acar_plicata",62.8767123287671,64.1780821917808,64.2465753424657,65.958904109589,74.2465753424657
"63","Acarnus_caledoniensis",46.9135802469136,81.4814814814815,43.2098765432099,62.962962962963,45.679012345679
"64","Acartia_danae",73.3812949640288,63.3093525179856,70.5035971223022,72.6618705035971,73.0215827338129
"65","Acartia_negligens",100,100,100,100,100
"66","Acasta_conica",59.0834697217676,55.4828150572831,57.1194762684124,64.8117839607201,66.4484451718494
"67","Acasta_cyathus",63.2262474367738,65.4135338345865,66.5071770334928,65.2768284347232,74.1626794258373
"68","Acasta_echinata",57.2395128552097,51.9621109607578,55.4803788903924,62.2462787550744,70.5006765899865
"69","Acasta_fenestrata",59.6320346320346,59.95670995671,57.9004329004329,66.4502164502164,71.2121212121212
"70","Acasta_japonica",57.7798861480076,56.0721062618596,56.4516129032258,63.3776091081594,68.8804554079696
"71","Acasta_purpurata",57.6036866359447,59.9078341013825,61.9815668202765,69.1244239631336,64.0552995391705
"72","Acaudina_molpadioides",56.2639821029083,55.9284116331096,56.7114093959732,66.8903803131991,68.7919463087248
"73","Accalathura_themeda",71.6577540106952,86.096256684492,72.7272727272727,84.4919786096257,67.9144385026738
"74","Acentrogobius_janthinopterus",59.2814371257485,58.3233532934132,57.4850299401198,66.8263473053892,70.059880239521
"75","Acentrogobius_moloanus",58.3230579531443,58.0764488286067,56.7200986436498,67.2009864364982,69.0505548705302
"76","Acentrogobius_nebulosus",55.6771545827633,53.7619699042408,55.5403556771546,64.8426812585499,69.7674418604651
"77","Acentrogobius_suluensis",59.8571428571429,55.7142857142857,57.7142857142857,65.4285714285714,70.5714285714286
"78","Acentronura_breviperula",60.0397614314115,62.3260437375746,60.0397614314115,65.9045725646123,70.4771371769384
"79","Acesta_rathbuni",56.9398907103825,55.7377049180328,57.3770491803279,66.9945355191257,68.9617486338798
"80","Achaeus_curvirostris",57.6601671309192,52.924791086351,55.4317548746518,65.5988857938719,66.991643454039
"81","Achaeus_lacertosus",58.1717451523546,56.2326869806094,57.3407202216066,67.1745152354571,68.8365650969529
"82","Achelia_assimilis",62.5402965828498,62.2823984526112,61.1863313990974,65.2482269503546,70.7285622179239
"83","Achelia_besnardi",59.8901098901099,61.8681318681319,61.0989010989011,68.6813186813187,70.6593406593407
"84","Achelia_nana",58.0314960629921,62.9133858267717,54.8818897637795,67.007874015748,65.4330708661417
"85","Achelia_sawayai",62.3413258110014,63.6107193229901,64.6685472496474,66.0789844851904,74.6826516220028
"86","Aciculites_orientalis",68.6922060766182,77.2787318361955,62.0871862615588,67.5033025099075,68.9564068692206
"87","Aciculites_tulearensis",58.3333333333333,56.8075117370892,58.5680751173709,68.4272300469484,69.0140845070423
"88","Acoetes_pacifica",77.037037037037,74.4444444444444,91.4814814814815,64.4444444444444,95.1851851851852
"89","Acreichthys_radiatus",59.6574690770695,62.511893434824,58.8962892483349,67.9352997145576,69.5528068506185
"90","Acreichthys_tomentosus",59.452736318408,57.089552238806,57.5870646766169,65.6716417910448,70.8955223880597
"91","Acrocalanus_gibber",57.7934573444516,59.2687620269403,56.4464400256575,61.1289288005132,66.4528543938422
"92","Acropoma_japonicum",58.9607635206787,58.2184517497349,56.7338282078473,66.8080593849417,67.9745493107105
"93","Acropoma_lecorneti",56.1881188118812,64.3564356435644,45.730198019802,54.950495049505,47.1534653465347
"94","Acropora_abrotanoides",62.265625,64.375,64.375,67.65625,74.453125
"95","Acropora_aculeus",59.8181818181818,63,59,66.4545454545455,70.2727272727273
"96","Acropora_anthocercis",59.8257502420136,63.2139399806389,59.4385285575992,67.6669893514037,69.7967086156825
"97","Acropora_aspera",60.2849510240427,62.1549421193232,59.9287622439893,66.073018699911,70.5253784505788
"98","Acropora_austera",62.255285826155,64.291307752545,63.27329678935,67.34534064213,74.2364917776038
"99","Acropora_carduus",61.2824675324675,64.8538961038961,64.7727272727273,67.6948051948052,72.8896103896104
"100","Acropora_cerealis",59.9644128113879,62.5444839857651,59.6975088967972,67.9715302491103,71.085409252669
"101","Acropora_chesterfieldensis",57.9132473622509,64.3610785463072,63.4232121922626,73.2708089097304,66.588511137163
"102","Acropora_clathrata",62.2764227642276,64.7154471544715,63.9024390243902,67.479674796748,73.4146341463415
"103","Acropora_cytherea",62.1200311769291,64.6921278254092,64.3024162120031,67.7318784099766,74.4349181605612
"104","Acropora_danai",62.5102543068089,64.5611156685808,64.3150123051682,67.8424938474159,74.3232157506153
"105","Acropora_dendrum",58.7420042643923,60.9808102345416,57.5692963752665,65.5650319829424,69.1897654584222
"106","Acropora_digitifera",62.5,64.2405063291139,63.4493670886076,67.6424050632912,74.2088607594937
"107","Acropora_divaricata",59.703196347032,59.8173515981735,57.5342465753425,66.7808219178082,70.2054794520548
"108","Acropora_donei",59.7916666666667,62.0833333333333,58.8541666666667,66.7708333333333,69.8958333333333
"109","Acropora_echinata",60.6942889137738,60.1343784994401,60.0223964165734,66.7413213885778,71.6685330347144
"110","Acropora_efflorescens",59.8623853211009,59.0596330275229,58.1422018348624,66.2844036697248,70.5275229357798
"111","Acropora_elseyi",62.2293504410585,64.0737770649559,64.1539695268645,67.4418604651163,73.9374498797113
"112","Acropora_exquisita",59.1794871794872,61.5384615384615,59.5897435897436,66.4615384615385,69.2307692307692
"113","Acropora_florida",60.3238866396761,62.246963562753,59.2105263157895,65.8906882591093,70.3441295546559
"114","Acropora_formosa",62.1259842519685,64.488188976378,63.9370078740157,67.5590551181102,74.1732283464567
"115","Acropora_gemmifera",62.0349278663629,64.3128321943812,64.1609719058466,66.5148063781321,74.4115413819286
"116","Acropora_glauca",63.3086876155268,62.9390018484288,62.5693160813309,67.6524953789279,74.0295748613678
"117","Acropora_globiceps",61.8780096308186,64.7672552166934,65.1685393258427,68.0577849117175,74.6388443017656
"118","Acropora_grandis",60.0798403193613,62.4750499001996,59.4810379241517,66.9660678642715,69.9600798403194
"119","Acropora_granulosa",61.7021276595745,64.6178092986604,64.1449960598897,66.9818754925138,73.9164696611505
"120","Acropora_halmaherae",58.5106382978723,56.2310030395137,58.3586626139818,60.9422492401216,66.5653495440729
"121","Acropora_horrida",62.4889673433363,63.901147396293,63.2833186231245,66.5489849955869,73.7864077669903
"122","Acropora_humilis",62.4605678233439,64.589905362776,63.9589905362776,67.7444794952681,74.4479495268139
"123","Acropora_hyacinthus",61.7602427921093,64.339908952959,63.9605462822458,66.6160849772382,74.4309559939302
"124","Acropora_inermis",62.007722007722,64.0926640926641,64.3243243243243,67.2586872586873,74.6718146718147
"125","Acropora_insignis",60.3658536585366,61.9918699186992,59.1463414634146,65.7520325203252,70.5284552845528
"126","Acropora_intermedia",62.4687239366138,64.5537948290242,64.1367806505421,66.6388657214345,73.394495412844
"127","Acropora_kirstyae",59.8317560462671,62.67087276551,59.726603575184,67.8233438485804,69.2954784437434
"128","Acropora_latistella",62.2641509433962,64.3867924528302,63.3647798742138,67.2955974842767,74.2138364779874
"129","Acropora_listeri",62.3630672926448,64.3974960876369,64.0845070422535,67.527386541471,74.4131455399061
"130","Acropora_longicyathus",61.5258408531583,63.5767022149303,63.084495488105,67.8424938474159,73.174733388023
"131","Acropora_loripes",62.1405750798722,64.6166134185303,64.0575079872204,67.332268370607,73.961661341853
"132","Acropora_lovelli",59.5913734392736,65.7207718501703,63.3371169125993,73.0987514188422,67.5368898978434
"133","Acropora_lutkeni",62.0689655172414,64.3416927899686,64.2633228840125,68.1034482758621,74.2163009404389
"134","Acropora_macrostoma",59.1341077085533,62.935586061246,59.7676874340021,69.5881731784583,67.8986272439282
"135","Acropora_microclados",59.5764272559853,62.8913443830571,59.3922651933702,67.4033149171271,70.0736648250461
"136","Acropora_microphthalma",62.6545754328112,64.7155812036274,63.643858202803,67.1063478977741,73.1244847485573
"137","Acropora_millepora",59.9088838268793,59.7949886104784,57.744874715262,67.1981776765376,69.8177676537586
"138","Acropora_monticulosa",59.8598598598599,62.3623623623624,58.7587587587588,66.8668668668669,69.1691691691692
"139","Acropora_muricata",60.5005440696409,61.0446137105549,58.215451577802,66.3764961915125,70.7290533188248
"140","Acropora_nasuta",62.2480620155039,64.4961240310078,63.8759689922481,67.5193798449612,74.6511627906977
"141","Acropora_nobilis",62.3731459797034,64.4808743169399,64.1686182669789,67.6034348165496,74.4730679156909
"142","Acropora_palmerae",60.1078167115903,62.1743036837376,59.1194968553459,67.4752920035939,70.7996406109614
"143","Acropora_paniculata",59.7826086956522,62.2282608695652,60.054347826087,68.2065217391304,71.0144927536232
"144","Acropora_parilis",60.7763023493361,61.6956077630235,59.5505617977528,65.6792645556691,70.9908069458631
"145","Acropora_polystoma",60.1279317697228,61.727078891258,58.7420042643923,66.8443496801706,69.8294243070362
"146","Acropora_prostrata",60.1959038290294,62.5111308993767,59.2163846838825,67.1415850400712,70.7925200356189
"147","Acropora_pulchra",62.1428571428571,64.3650793650794,63.7301587301587,67.6190476190476,74.0476190476191
"148","Acropora_rambleri",58.0208333333333,60.2083333333333,57.0833333333333,64.6875,68.2291666666667
"149","Acropora_retusa",61.7549668874172,63.9072847682119,64.9834437086093,68.046357615894,74.5033112582781
"150","Acropora_robusta",62.199036918138,64.7672552166934,64.0449438202247,67.4959871589085,73.7560192616372
"151","Acropora_rosaria",60.1377952755906,62.1062992125984,59.8425196850394,67.0275590551181,70.5708661417323
"152","Acropora_samoensis",62.185534591195,64.2295597484277,63.4433962264151,67.4528301886792,74.2924528301887
"153","Acropora_sarmentosa",62.0180475799836,64.8072190319934,63.9048400328138,67.3502871205907,73.174733388023
"154","Acropora_secale",62.3115577889447,64.7403685092127,63.9865996649916,67.7554438860972,73.3668341708543
"155","Acropora_selago",59.7549481621112,63.0537229029218,59.37794533459,67.9547596606974,69.9340245051838
"156","Acropora_solitaryensis",59.1907514450867,58.8439306358381,56.4161849710983,66.4739884393064,70.1734104046243
"157","Acropora_spathulata",53.3858267716535,53.5433070866142,55.4330708661417,67.0866141732283,66.9291338582677
"158","Acropora_speciosa",61.9289340101523,64.0439932318105,64.4670050761421,66.6666666666667,73.3502538071066
"159","Acropora_spicifera",59.3639575971731,58.7750294464075,56.4193168433451,67.020023557126,69.8468786808009
"160","Acropora_subglabra",59.0464547677262,57.8239608801956,58.1907090464548,66.6259168704157,71.0268948655257
"161","Acropora_subulata",62.1753246753247,64.9350649350649,63.6363636363636,66.9642857142857,73.3766233766234
"162","Acropora_tenella",60.7632093933464,60.3718199608611,59.1976516634051,64.8727984344423,70.5479452054795
"163","Acropora_tenuis",62.172878667724,64.5519429024584,63.6796193497224,67.4068199841396,74.0681998413957
"164","Acropora_teres",59.8360655737705,61.384335154827,59.5628415300546,67.2131147540984,71.6757741347905
"165","Acropora_valenciennesi",59.8698481561822,60.412147505423,57.4837310195228,67.1366594360087,70.6073752711497
"166","Acropora_valida",61.9581464872945,64.1255605381166,63.6023916292975,66.2182361733931,74.813153961136
"167","Acropora_vaughani",62.2564935064935,64.3668831168831,63.2305194805195,66.5584415584416,73.538961038961
"168","Acropora_verweyi",61.9760479041916,64.4461077844311,64.5209580838323,66.8413173652695,74.8502994011976
"169","Acropora_willisae",60.2649006622517,61.037527593819,58.3885209713024,66.9977924944812,70.3090507726269
"170","Acropora_yongei",58.8374851720047,58.6002372479241,56.8208778173191,66.9039145907473,69.7508896797153
"171","Acrosterigma_dianthinum",60.0763358778626,62.9007633587786,58.7022900763359,64.4274809160305,68.1679389312977
"172","Acrosterigma_hobbsae",59.3631539044731,62.6231993934799,58.5291887793783,66.1865049279757,67.2479150871873
"173","Acrosterigma_maculosum",58.3979328165375,54.7803617571059,56.5891472868217,65.8914728682171,70.2842377260982
"174","Acrosterigma_profundum",59.9700149925037,69.1154422788606,59.52023988006,74.8125937031484,66.8665667166417
"175","Acrosterigma_punctolineatum",59.7532767925983,62.9144178874325,58.905165767155,64.9961449498844,67.8488820354665
"176","Acrosterigma_selene",59.4594594594595,80.5405405405405,43.2432432432432,57.8378378378378,44.3243243243243
"177","Acrosterigma_simplex",60.8974358974359,62.4198717948718,59.1346153846154,63.8621794871795,69.3910256410256
"178","Acrosterigma_transcendens",62.3058053965658,64.43172526574,64.2681929681112,67.0482420278005,73.6713000817661
"179","Acrosterigma_unicolor",62.8205128205128,61.7521367521368,67.0940170940171,81.8376068376068,69.4444444444444
"180","Acryptolaria_conferta",70.6362153344209,69.6574225122349,83.0342577487765,49.5921696574225,85.1549755301794
"181","Actaea_polyacantha",62.4394966118103,59.6321393998064,62.5363020329139,67.2797676669894,73.2817037754114
"182","Actaeodes_consobrinus",62.6362735381566,59.1674925668979,62.2398414271556,66.9970267591675,74.1328047571853
"183","Actaeodes_hirsutissimus",62.4633431085044,63.782991202346,64.0029325513196,66.3489736070381,74.3401759530792
"184","Actaeodes_tomentosus",62.5633598841419,63.8667632150616,64.1564083997104,66.3287472845764,74.5836350470673
"185","Actaeomorpha_erosa",60.1612903225806,64.1935483870968,61.9354838709677,69.9193548387097,72.258064516129
"186","Acteocina_lepta",72.5,73.4375,89.0625,57.8125,95.9375
"187","Actinodendron_plumosum",57.5883575883576,58.2120582120582,66.1122661122661,78.1704781704782,67.1517671517671
"188","Actinopyga_caerulea",52.1406727828746,52.4464831804281,53.5168195718654,62.8440366972477,67.737003058104
"189","Actinopyga_capillata",58.9398023360287,61.6352201257862,59.5687331536388,67.2057502246181,70.2605570530099
"190","Actinopyga_crassa",59.9811676082863,62.4293785310734,59.0395480225989,65.0659133709981,69.8681732580038
"191","Actinopyga_echinites",62.3131392604249,64.2014162077105,63.8867033831629,67.8206136900079,74.2722265932337
"192","Actinopyga_lecanora",59.6116504854369,63.0097087378641,59.0291262135922,66.6990291262136,69.126213592233
"193","Actinopyga_mauritiana",62.0904836193448,64.3525741029641,64.5085803432137,67.7067082683307,74.414976599064
"194","Actinopyga_miliaris",57.9522862823062,60.5367793240557,57.7534791252485,66.10337972167,68.389662027833
"195","Actinopyga_palauensis",58.9166666666667,62.5,62,69.25,72.5
"196","Actinopyga_spinea",62.5,68.5185185185185,66.0493827160494,79.7839506172839,68.6728395061728
"197","Actinopyga_varians",61.9929453262787,66.5784832451499,68.9594356261023,70.8994708994709,73.4567901234568
"198","Actinotrichia_fragilis",59.437386569873,61.6152450090744,59.5281306715064,66.6061705989111,70.5989110707804
"199","Actumnus_setifer",54.4540229885057,53.5919540229885,57.6149425287356,67.5287356321839,68.6781609195402
"200","Aega_alazon",54.7400611620795,81.9571865443425,54.1284403669725,77.6758409785933,62.0795107033639
"201","Aega_excisa",60.9977324263039,56.0090702947846,59.1836734693878,48.0725623582766,65.7596371882086
"202","Aega_vigilans",62.6811594202899,64.4927536231884,71.3768115942029,81.8840579710145,59.4202898550725
"203","Aegaeon_lacazei",62.87841191067,64.317617866005,62.1836228287841,61.5384615384615,70.7196029776675
"204","Aegaeon_rathbuni",62.4636275460718,64.1125121241513,60.717749757517,60.5722599418041,69.9321047526673
"205","Aegina_citrea",55.4484370435291,58.4867075664622,58.5743499853929,51.2123867952089,65.1475314052001
"206","Aeginura_grimaldii",55.6756756756757,58.7387387387387,58.4984984984985,52.2222222222222,64.954954954955
"207","Aegires_exeches",62.4810892586989,64.5234493192133,64.4478063540091,66.1875945537065,73.4493192133132
"208","Aegisthus_mucronatus",36.3352994772934,36.7716875269745,36.6038459694049,41.2938186352084,36.8532105692227
"209","Aenigmathura_calliandra",52.6315789473684,83.1578947368421,52.6315789473684,72.6315789473684,47.3684210526316
"210","Aequorea_globosa",65.7142857142857,60.952380952381,75.2380952380952,80.9523809523809,83.8095238095238
"211","Aesopia_cornuta",57.8754578754579,54.8229548229548,56.6544566544567,64.5909645909646,71.3064713064713
"212","Aesopus_clausiliformis",59.3877551020408,62.7551020408163,59.4897959183673,68.5714285714286,68.8775510204082
"213","Aethaloperca_rogaa",60.021436227224,57.9849946409432,57.2347266881029,65.7020364415863,70.9539121114684
"214","Aethra_edentata",62.5,64.9525316455696,64.6360759493671,68.1962025316456,74.0506329113924
"215","Aethra_scruposa",61.6323417238749,64.6834477498093,64.3783371472159,67.2006102212052,74.4469870327994
"216","Aetideus_giesbrechti",100,100,100,100,100
"217","Aetobatus_flagellum",57.3383084577114,54.6019900497513,56.4676616915423,64.6766169154229,71.3930348258706
"218","Aetobatus_narinari",60.0638977635783,61.6613418530351,59.5846645367412,66.6134185303514,71.964856230032
"219","Aetobatus_ocellatus",62.7069834413247,63.7868970482361,63.4269258459323,66.0187185025198,74.6580273578114
"220","Afrocardium_exochum",55,54,55,62.4444444444444,67.7777777777778
"221","Afrocardium_infantile",55.9941520467836,52.9239766081871,55.4093567251462,57.4561403508772,67.3976608187134
"222","Afrocardium_richardi",62.3841877702285,64.4842495367511,62.7547869054972,64.6077825818406,72.390364422483
"223","Agalma_elegans",66.9811320754717,72.0754716981132,67.6415094339623,66.9811320754717,74.622641509434
"224","Agalma_okeni",62.6058631921824,64.4299674267101,64.0390879478827,65.928338762215,73.7459283387622
"225","Agelas_ceylonica",60.2977667493797,61.9106699751861,65.7568238213399,70.8436724565757,68.1141439205955
"226","Agelas_clathrodes",56.3636363636364,61.5909090909091,60.4545454545455,72.6136363636364,66.8181818181818
"227","Agelas_mauritiana",57.549504950495,56.8069306930693,58.2920792079208,69.3069306930693,67.9455445544555
"228","Agelas_novaecaledoniae",47.972972972973,78.3783783783784,44.5945945945946,55.4054054054054,40.5405405405405
"229","Aglaophamus_dibranchis",58.562197092084,57.3505654281099,60.016155088853,61.3085621970921,70.3554119547658
"230","Aglaophamus_verrilli",76.271186440678,73.3050847457627,92.3728813559322,63.5593220338983,96.6101694915254
"231","Aglaophenia_cupressina",57.5549450549451,59.7527472527472,62.0879120879121,71.5659340659341,67.3076923076923
"232","Aglaophenia_lophocarpa",74.1935483870968,73.1182795698925,91.0394265232975,62.3655913978495,95.6989247311828
"233","Aglaophenia_postdentata",61.4558472553699,67.4224343675418,65.9904534606205,77.4463007159905,70.0477326968974
"234","Aglaura_hemistoma",62.7726952850106,64.954257565095,63.4060520760028,65.0246305418719,73.2582688247713
"235","Agnezia_glaciata",62.5,100,66.6666666666667,100,79.1666666666667
"236","Agononida_incerta",61.0089020771513,62.7299703264095,57.7448071216617,61.2462908011869,66.646884272997
"237","Agononida_simillima",63.1782945736434,83.7209302325581,82.1705426356589,42.2480620155039,87.984496124031
"238","Agononida_squamosa",60.7142857142857,63.4382566585956,57.8087167070218,61.9854721549637,66.1622276029056
"239","Ahliesaurus_berryi",36.5990824330324,40.4647032706823,41.5776232055646,37.7208820482463,49.2585466923191
"240","Ahliesaurus_brevis",67.7799607072692,68.3693516699411,46.7583497053045,73.0844793713163,44.4007858546169
"241","Aidanosagitta_neglecta",62.6137841352406,64.5643693107932,63.7191157347204,65.7347204161248,73.8621586475943
"242","Aidanosagitta_oceania",65.8616904500549,64.4346871569704,70.6915477497256,70.2524698133919,73.4357848518112
"243","Aidanosagitta_regularis",61.5899581589958,60.0836820083682,59.581589958159,64.7698744769874,70.9623430962343
"244","Aioliops_megastigma",51.1904761904762,54.5634920634921,60.515873015873,70.0396825396825,63.6904761904762
"245","Aioliops_novaeguineae",51.473136915078,53.3795493934142,52.1663778162912,64.9913344887348,64.6447140381282
"246","Aioliops_tetrophthalmus",95.4954954954955,72.972972972973,93.6936936936937,80.1801801801802,91.8918918918919
"247","Aipysurus_duboisii",56.5389696169089,55.217965653897,57.9920739762219,67.8996036988111,68.9564068692206
"248","Aipysurus_eydouxii",53.8211382113821,53.3333333333333,51.3821138211382,61.4634146341463,67.1544715447154
"249","Aipysurus_laevis",54.8128342245989,56.6844919786096,57.0855614973262,67.2459893048128,68.9839572192513
"250","Akera_soluta",57.0159857904085,58.436944937833,58.6145648312611,65.5417406749556,64.4760213143872
"251","Alainodaeus_nuku",80.3921568627451,76.4705882352941,92.156862745098,70.5882352941177,92.156862745098
"252","Alainodaeus_rimatara",70.6172839506173,79.3827160493827,70.8641975308642,63.2098765432099,79.3827160493827
"253","Alainosquilla_foresti",63.3835457705678,68.8296639629201,63.4994206257242,76.2456546929316,65.1216685979143
"254","Alatina_alata",50.9054325955734,55.1124931406622,56.9050667642217,43.3693067495884,62.5205780135358
"255","Alaysia_spiralis",42.136695421367,43.8354346383544,39.7080291970803,41.6323822163238,44.591904445919
"256","Albula_argentea",59.7140454163162,62.0689655172414,61.0597140454163,68.2085786375105,70.8158116063919
"257","Albula_oligolepis",55.7228915662651,53.7650602409639,56.0240963855422,64.7590361445783,69.1265060240964
"258","Albunea_bulla",75.2997601918465,85.8513189448441,70.5035971223022,68.5851318944844,77.2182254196643
"259","Albunea_microps",59.0990990990991,62.4324324324324,59.2792792792793,67.027027027027,70.3603603603604
"260","Alderina_tuberosa",60.1784266017843,63.9091646390916,57.9886455798865,67.7210056772101,66.9910786699108
